transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn,product,product_category
490,2019-04-01,16:24:40,3,12,392,Y,1,5,74,1,3.5,3.5,N,Ginger Biscotti,Bakery
494,2019-04-01,18:25:42,3,12,241,N,1,1,35,1,3.1,3.1,N,Jamaican Coffee River Rg,Coffee
495,2019-04-01,18:51:23,3,17,777,N,1,1,24,2,6.0,3.0,N,Our Old Time Diner Blend Lg,Coffee
497,2019-04-01,16:49:38,3,12,407,Y,1,1,52,1,2.5,2.5,N,Traditional Blend Chai Rg,Tea
501,2019-04-01,16:16:43,3,17,659,N,1,1,39,1,4.25,4.25,N,Latte Rg,Coffee
510,2019-04-01,15:15:17,3,12,288,Y,1,1,35,2,6.2,3.1,N,Jamaican Coffee River Rg,Coffee
510,2019-04-01,15:15:17,3,12,288,Y,1,5,79,1,3.75,3.75,N,Jumbo Savory Scone,Bakery
511,2019-04-01,18:07:54,3,12,15,N,1,1,26,2,6.0,3.0,N,Brazilian Rg,Coffee
513,2019-04-01,11:08:11,3,17,486,Y,1,1,59,1,4.5,4.5,N,Dark chocolate Lg,Drinking Chocolate
516,2019-04-01,16:02:33,3,12,206,Y,1,1,43,2,6.0,3.0,N,Lemon Grass Lg,Tea
516,2019-04-01,16:02:33,3,12,206,Y,1,5,71,1,3.75,3.75,N,Chocolate Croissant,Bakery
523,2019-04-01,14:00:44,3,17,315,N,1,1,25,1,2.2,2.2,N,Brazilian Sm,Coffee
528,2019-04-01,17:12:46,3,17,197,Y,1,1,55,2,8.0,4.0,N,Morning Sunrise Chai Lg,Tea
529,2019-04-01,19:49:37,3,12,329,N,1,1,36,1,3.75,3.75,N,Jamaican Coffee River Lg,Coffee
530,2019-04-01,19:28:35,3,17,184,Y,1,1,55,1,4.0,4.0,N,Morning Sunrise Chai Lg,Tea
534,2019-04-01,18:52:34,3,17,474,N,1,1,22,1,2.0,2.0,N,Our Old Time Diner Blend Sm,Coffee
537,2019-04-01,12:18:27,3,17,706,Y,1,1,38,1,3.75,3.75,N,Latte,Coffee
539,2019-04-01,17:18:36,3,17,384,Y,1,1,29,1,2.5,2.5,N,Columbian Medium Roast Rg,Coffee
541,2019-04-01,19:17:34,3,12,537,Y,1,1,52,2,5.0,2.5,N,Traditional Blend Chai Rg,Tea
546,2019-04-01,18:49:48,3,17,128,N,1,1,27,1,3.5,3.5,N,Brazilian Lg,Coffee
550,2019-04-01,11:12:39,3,17,349,Y,1,1,22,2,4.0,2.0,N,Our Old Time Diner Blend Sm,Coffee
554,2019-04-01,17:11:09,3,17,245,N,1,1,25,1,2.2,2.2,N,Brazilian Sm,Coffee
555,2019-04-01,18:23:47,3,17,244,N,1,1,32,2,6.0,3.0,N,Ethiopia Rg,Coffee
558,2019-04-01,13:44:48,3,12,65,Y,1,1,56,1,2.55,2.55,N,Spicy Eye Opener Chai Rg,Tea
562,2019-04-01,13:03:13,3,12,616,N,1,1,43,2,6.0,3.0,N,Lemon Grass Lg,Tea
565,2019-04-01,11:45:11,3,12,284,N,1,1,51,2,6.0,3.0,N,Earl Grey Lg,Tea
566,2019-04-01,12:20:16,3,17,384,Y,1,1,60,2,7.5,3.75,N,Sustainably Grown Organic Rg,Drinking Chocolate
575,2019-04-01,17:41:55,3,17,269,N,1,1,55,2,8.0,4.0,N,Morning Sunrise Chai Lg,Tea
575,2019-04-01,17:41:55,3,17,269,N,1,5,71,1,3.75,3.75,N,Chocolate Croissant,Bakery
580,2019-04-01,11:15:17,3,17,736,N,1,1,54,2,5.0,2.5,N,Morning Sunrise Chai Rg,Tea
585,2019-04-01,17:58:05,3,17,385,N,1,1,52,2,5.0,2.5,N,Traditional Blend Chai Rg,Tea
586,2019-04-01,15:14:19,3,12,25,Y,1,1,26,2,6.0,3.0,N,Brazilian Rg,Coffee
588,2019-04-01,12:45:52,3,17,200,Y,1,1,28,2,4.0,2.0,N,Columbian Medium Roast Sm,Coffee
590,2019-04-01,16:39:24,3,17,450,Y,1,1,36,1,3.75,3.75,N,Jamaican Coffee River Lg,Coffee
591,2019-04-01,16:32:46,3,17,644,N,1,1,51,2,6.0,3.0,N,Earl Grey Lg,Tea
593,2019-04-01,18:18:10,3,17,482,N,1,1,59,1,4.5,4.5,N,Dark chocolate Lg,Drinking Chocolate
599,2019-04-01,12:58:29,3,12,83,N,1,1,41,1,4.25,4.25,N,Cappuccino Lg,Coffee
601,2019-04-01,11:47:57,3,17,199,N,1,1,23,1,2.5,2.5,N,Our Old Time Diner Blend Rg,Coffee
601,2019-04-01,11:47:57,3,17,199,N,1,5,69,1,3.25,3.25,N,Hazelnut Biscotti,Bakery
602,2019-04-01,16:22:38,3,12,425,N,1,1,22,1,2.0,2.0,N,Our Old Time Diner Blend Sm,Coffee
610,2019-04-01,15:30:16,3,12,222,Y,1,1,43,1,3.0,3.0,N,Lemon Grass Lg,Tea
611,2019-04-01,11:17:40,3,17,776,N,1,1,51,2,6.0,3.0,N,Earl Grey Lg,Tea
616,2019-04-01,11:30:18,3,12,190,N,1,1,30,2,6.0,3.0,N,Columbian Medium Roast Lg,Coffee
625,2019-04-01,18:34:46,3,12,729,Y,1,1,25,2,4.4,2.2,N,Brazilian Sm,Coffee
625,2019-04-01,18:34:46,3,12,729,Y,1,5,77,1,3.0,3.0,N,Oatmeal Scone,Bakery
641,2019-04-01,16:48:51,3,12,749,Y,1,1,59,1,4.5,4.5,N,Dark chocolate Lg,Drinking Chocolate
646,2019-04-01,18:16:21,3,12,281,Y,1,1,54,2,5.0,2.5,N,Morning Sunrise Chai Rg,Tea
660,2019-04-01,19:58:29,3,17,362,Y,1,1,55,1,4.0,4.0,N,Morning Sunrise Chai Lg,Tea
675,2019-04-01,15:29:24,3,17,271,Y,1,1,57,1,3.1,3.1,N,Spicy Eye Opener Chai Lg,Tea
675,2019-04-01,15:29:24,3,17,271,Y,1,5,70,1,3.25,3.25,N,Cranberry Scone,Bakery
676,2019-04-01,11:09:01,3,12,289,N,1,1,59,1,4.5,4.5,N,Dark chocolate Lg,Drinking Chocolate
677,2019-04-01,14:01:57,3,12,124,Y,1,1,36,2,7.5,3.75,N,Jamaican Coffee River Lg,Coffee
684,2019-04-01,11:57:17,3,12,693,Y,1,1,37,2,6.0,3.0,N,Espresso shot,Coffee
691,2019-04-01,17:39:57,3,12,602,N,1,1,25,1,2.2,2.2,N,Brazilian Sm,Coffee
691,2019-04-01,17:39:57,3,12,602,N,1,5,77,1,3.0,3.0,N,Oatmeal Scone,Bakery
693,2019-04-01,18:13:19,3,17,376,Y,1,1,60,2,7.5,3.75,N,Sustainably Grown Organic Rg,Drinking Chocolate
694,2019-04-01,14:19:10,3,12,251,Y,1,1,60,1,3.75,3.75,N,Sustainably Grown Organic Rg,Drinking Chocolate
703,2019-04-01,13:21:23,3,17,459,N,1,1,38,2,7.5,3.75,N,Latte,Coffee
709,2019-04-01,12:30:46,3,17,120,N,1,1,44,2,5.0,2.5,N,Peppermint Rg,Tea
711,2019-04-01,18:34:56,3,12,136,N,1,1,60,2,7.5,3.75,N,Sustainably Grown Organic Rg,Drinking Chocolate
724,2019-04-01,13:05:56,3,17,596,Y,1,1,58,1,3.5,3.5,N,Dark chocolate Rg,Drinking Chocolate
725,2019-04-01,19:25:42,3,17,393,N,1,1,55,1,4.0,4.0,N,Morning Sunrise Chai Lg,Tea
728,2019-04-01,16:31:22,3,17,126,N,1,1,51,2,6.0,3.0,N,Earl Grey Lg,Tea
737,2019-04-01,15:01:21,3,12,162,N,1,1,34,2,4.9,2.45,N,Jamaican Coffee River Sm,Coffee
739,2019-04-01,12:46:22,3,17,230,Y,1,1,56,1,2.55,2.55,N,Spicy Eye Opener Chai Rg,Tea
755,2019-04-01,18:43:42,3,12,290,Y,1,1,25,1,2.2,2.2,N,Brazilian Sm,Coffee
766,2019-04-01,15:09:37,3,12,119,Y,1,1,22,1,2.0,2.0,N,Our Old Time Diner Blend Sm,Coffee
770,2019-04-01,17:22:29,3,17,332,N,1,1,58,2,7.0,3.5,N,Dark chocolate Rg,Drinking Chocolate
771,2019-04-01,16:38:05,3,12,138,Y,1,1,35,1,3.1,3.1,N,Jamaican Coffee River Rg,Coffee
777,2019-04-01,14:35:47,3,17,361,N,1,1,55,1,4.0,4.0,N,Morning Sunrise Chai Lg,Tea
778,2019-04-01,15:10:55,3,17,488,N,1,1,42,1,2.5,2.5,N,Lemon Grass Rg,Tea
780,2019-04-01,14:05:30,3,12,222,Y,1,1,60,1,3.75,3.75,N,Sustainably Grown Organic Rg,Drinking Chocolate
782,2019-04-01,18:00:34,3,17,141,Y,1,1,53,1,3.0,3.0,N,Traditional Blend Chai Lg,Tea
789,2019-04-01,18:31:25,3,12,505,N,1,1,41,2,8.5,4.25,N,Cappuccino Lg,Coffee
790,2019-04-01,12:42:26,3,17,139,Y,1,1,53,1,3.0,3.0,N,Traditional Blend Chai Lg,Tea
793,2019-04-01,13:09:20,3,17,473,N,1,1,26,1,3.0,3.0,N,Brazilian Rg,Coffee
798,2019-04-01,19:29:01,3,17,329,Y,1,1,44,2,5.0,2.5,N,Peppermint Rg,Tea
803,2019-04-01,11:26:24,3,17,600,N,1,1,49,2,6.0,3.0,N,English Breakfast Lg,Tea
807,2019-04-01,16:47:11,3,17,796,N,1,1,26,2,6.0,3.0,N,Brazilian Rg,Coffee
809,2019-04-01,16:51:18,3,12,52,N,1,1,37,2,6.0,3.0,N,Espresso shot,Coffee
810,2019-04-01,18:51:41,3,17,702,Y,1,1,28,1,2.0,2.0,N,Columbian Medium Roast Sm,Coffee
820,2019-04-01,19:21:29,3,12,466,N,1,1,51,1,3.0,3.0,N,Earl Grey Lg,Tea
820,2019-04-01,19:21:29,3,12,466,N,1,5,74,1,3.5,3.5,N,Ginger Biscotti,Bakery
823,2019-04-01,19:32:22,3,17,24,Y,1,1,47,1,3.0,3.0,N,Serenity Green Tea Lg,Tea
828,2019-04-01,11:14:07,3,12,456,Y,1,1,52,1,2.5,2.5,N,Traditional Blend Chai Rg,Tea
831,2019-04-01,19:38:46,3,12,406,N,1,1,55,2,8.0,4.0,N,Morning Sunrise Chai Lg,Tea
855,2019-04-01,15:12:22,3,12,637,N,1,1,24,1,3.0,3.0,N,Our Old Time Diner Blend Lg,Coffee
859,2019-04-01,17:44:28,3,12,209,Y,1,1,27,2,7.0,3.5,N,Brazilian Lg,Coffee
859,2019-04-01,17:44:28,3,12,209,Y,1,5,74,1,3.5,3.5,N,Ginger Biscotti,Bakery
861,2019-04-01,13:09:03,3,17,438,Y,1,1,35,1,3.1,3.1,N,Jamaican Coffee River Rg,Coffee
869,2019-04-01,16:42:12,3,17,536,Y,1,1,36,2,7.5,3.75,N,Jamaican Coffee River Lg,Coffee
873,2019-04-01,19:07:26,3,17,550,Y,1,1,46,1,2.5,2.5,N,Serenity Green Tea Rg,Tea
873,2019-04-01,19:07:26,3,17,550,Y,1,5,78,1,4.5,4.5,N,Scottish Cream Scone ,Bakery
889,2019-04-01,16:58:31,3,12,548,N,1,1,45,2,6.0,3.0,N,Peppermint Lg,Tea
889,2019-04-01,16:58:31,3,12,548,N,1,5,70,1,3.25,3.25,N,Cranberry Scone,Bakery
891,2019-04-01,12:12:21,3,17,662,Y,1,1,34,2,4.9,2.45,N,Jamaican Coffee River Sm,Coffee
891,2019-04-01,12:12:21,3,17,662,Y,1,5,71,1,3.75,3.75,N,Chocolate Croissant,Bakery
901,2019-04-01,15:09:38,3,12,341,Y,1,1,29,1,2.5,2.5,N,Columbian Medium Roast Rg,Coffee
901,2019-04-01,15:09:38,3,12,341,Y,1,5,71,1,3.75,3.75,N,Chocolate Croissant,Bakery
902,2019-04-01,13:23:54,3,17,685,N,1,1,58,2,7.0,3.5,N,Dark chocolate Rg,Drinking Chocolate
917,2019-04-01,19:10:16,3,12,631,Y,1,1,27,2,7.0,3.5,N,Brazilian Lg,Coffee
919,2019-04-01,19:06:41,3,17,675,N,1,1,54,1,2.5,2.5,N,Morning Sunrise Chai Rg,Tea
921,2019-04-01,11:44:31,3,12,773,N,1,1,56,1,2.55,2.55,N,Spicy Eye Opener Chai Rg,Tea
923,2019-04-01,13:44:26,3,17,740,N,1,1,57,1,3.1,3.1,N,Spicy Eye Opener Chai Lg,Tea
924,2019-04-01,12:58:53,3,17,743,N,1,1,57,2,6.2,3.1,N,Spicy Eye Opener Chai Lg,Tea
932,2019-04-01,15:55:09,3,12,296,N,1,1,44,2,5.0,2.5,N,Peppermint Rg,Tea
944,2019-04-01,19:25:57,3,17,63,Y,1,1,50,2,5.0,2.5,N,Earl Grey Rg,Tea
944,2019-04-01,19:25:57,3,17,63,Y,1,5,69,1,3.25,3.25,N,Hazelnut Biscotti,Bakery
946,2019-04-01,12:04:37,3,17,563,N,1,1,47,2,6.0,3.0,N,Serenity Green Tea Lg,Tea
948,2019-04-01,16:18:56,3,17,424,N,1,1,61,1,4.75,4.75,N,Sustainably Grown Organic Lg,Drinking Chocolate
960,2019-04-01,14:07:56,3,12,382,Y,1,1,23,1,2.5,2.5,N,Our Old Time Diner Blend Rg,Coffee
964,2019-04-01,12:33:20,3,12,608,Y,1,1,54,2,5.0,2.5,N,Morning Sunrise Chai Rg,Tea
968,2019-04-01,18:22:07,3,17,497,Y,1,1,53,1,3.0,3.0,N,Traditional Blend Chai Lg,Tea
969,2019-04-01,15:19:19,3,17,313,N,1,1,43,1,3.0,3.0,N,Lemon Grass Lg,Tea
984,2019-04-01,15:17:06,3,12,81,N,1,1,53,1,3.0,3.0,N,Traditional Blend Chai Lg,Tea
988,2019-04-01,16:58:33,3,12,384,Y,1,1,37,1,3.0,3.0,N,Espresso shot,Coffee
993,2019-04-01,13:42:10,3,12,398,N,1,1,43,1,3.0,3.0,N,Lemon Grass Lg,Tea
994,2019-04-01,15:50:59,3,17,44,N,1,1,39,1,4.25,4.25,N,Latte Rg,Coffee
1000,2019-04-01,16:07:20,3,17,732,N,1,1,23,2,5.0,2.5,N,Our Old Time Diner Blend Rg,Coffee
1010,2019-04-01,16:17:52,3,17,430,N,1,1,29,2,5.0,2.5,N,Columbian Medium Roast Rg,Coffee
1014,2019-04-01,13:19:36,3,12,601,N,1,1,23,1,2.5,2.5,N,Our Old Time Diner Blend Rg,Coffee
1015,2019-04-01,11:40:26,3,12,7,N,1,1,52,2,5.0,2.5,N,Traditional Blend Chai Rg,Tea
1017,2019-04-01,11:15:33,3,17,318,Y,1,1,54,1,2.5,2.5,N,Morning Sunrise Chai Rg,Tea
1018,2019-04-01,19:39:00,3,17,467,Y,1,1,47,2,6.0,3.0,N,Serenity Green Tea Lg,Tea
1023,2019-04-01,15:27:11,3,12,434,Y,1,1,58,2,7.0,3.5,N,Dark chocolate Rg,Drinking Chocolate
1033,2019-04-01,14:53:00,3,12,781,N,1,1,43,1,3.0,3.0,N,Lemon Grass Lg,Tea
1042,2019-04-01,19:45:16,3,12,316,N,1,1,41,1,4.25,4.25,N,Cappuccino Lg,Coffee
1046,2019-04-01,19:38:00,3,12,399,N,1,1,33,1,3.5,3.5,N,Ethiopia Lg,Coffee
1051,2019-04-01,19:04:14,3,17,403,Y,1,1,29,2,5.0,2.5,N,Columbian Medium Roast Rg,Coffee
1052,2019-04-01,17:59:05,3,12,685,N,1,1,48,1,2.5,2.5,N,English Breakfast Rg,Tea
1057,2019-04-01,15:44:32,3,17,409,N,1,1,44,2,5.0,2.5,N,Peppermint Rg,Tea
1057,2019-04-01,15:44:32,3,17,409,N,1,5,78,1,4.5,4.5,N,Scottish Cream Scone ,Bakery
1064,2019-04-01,17:32:16,3,12,557,Y,1,1,38,2,7.5,3.75,N,Latte,Coffee
1065,2019-04-01,12:33:35,3,17,231,Y,1,1,29,2,5.0,2.5,N,Columbian Medium Roast Rg,Coffee
1071,2019-04-01,11:36:00,3,17,571,N,1,1,40,2,7.5,3.75,N,Cappuccino,Coffee
1072,2019-04-01,16:20:47,3,12,235,Y,1,1,41,1,4.25,4.25,N,Cappuccino Lg,Coffee
1088,2019-04-01,15:59:51,3,17,226,N,1,1,50,2,5.0,2.5,N,Earl Grey Rg,Tea
1093,2019-04-01,16:03:30,3,17,745,N,1,1,34,2,4.9,2.45,N,Jamaican Coffee River Sm,Coffee
1094,2019-04-01,15:01:50,3,12,355,Y,1,1,27,1,3.5,3.5,N,Brazilian Lg,Coffee
1095,2019-04-01,13:40:47,3,17,177,Y,1,1,54,2,5.0,2.5,N,Morning Sunrise Chai Rg,Tea
